,text,source,is_phishing
65,"Dear Customer
Thank you for your order.
Your order number: 11158001
This is your receipt make sure to print or save a copy for your records.
Your order has been shipped through online delivery.
If you want to review or cancel this order, kindly give us a call on our Help Number : (206) 337-6307.
Description
Norton Antivirus online
Quantity
1
Unit price
799.99
Total price
799.99
ORDER DETAILS:
Order number: 11158001
Customer
number :0008547896 Items
Ordered: 1
Your Billing
Shipping Method: Online
Information:
Email Delivery
Total Amount: $799.99 Detail: Download File.
Payment Method: Auto
Debit
Thank you for your co-operation with us.
If you have any questions for this order. Please call on our Help Line:(206) 337-6307.
Regards,
Geek Tech",https://uit.stanford.edu/phishing,1
66,"Subject: re : bullet points
hi vince ,
thanks for the bullets . regarding power 2001 , it certainly does promise to
be a very interesting event .
have a great week ,
paul
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]
sent : monday , april 09 , 2001 9 : 11 am
to : pbristow @ riskwaters . com
cc : vince . j . kaminski @ enron . com ; vkaminski @ aol . com
subject : bullet points
paul ,
i am sending you modified bullet points . the modifications are in red .
apologies for a delay in responding to your messages .
by the way , power 2001 gets only more and more interesting every day .
vince
( see attached file : financial maths draft . doc )",ENRON,0
67,"Subject: year end 2000 performance feedback
note : you will receive this message each time you are selected as a reviewer .
you have been selected to participate in the year end 2000 performance
management process by providing meaningful feedback on specific employee ( s ) .
your feedback plays an important role in the process , and your participation
is critical to the success of enron ' s performance management goals .
to complete requests for feedback , access pep at http : / / pep . corp . enron . com
and select perform review under performance review services . you may begin
providing feedback immediately and are requested to have all feedback forms
completed by friday , november 17 , 2000 .
if you have any questions regarding pep or your responsibility in the
process , please contact the pep help desk at :
houston : 1 . 713 . 853 . 4777 , option 4
london : 44 . 207 . 783 . 4040 , option 4
email : perfmgmt @ enron . com
thank you for your participation in this important process .
the following is a cumulative list of employee feedback requests with a
status of "" open . "" once you have submitted or declined an employee ? s request
for feedback , their name will no longer appear on this list .
review group : enron
feedback due date : nov 17 , 2000
employee name supervisor name date selected
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
tamarchenko , tanya v vasant shanbhogue oct 26 , 2000
walton , sheila h david oxley oct 27 , 2000
yaman , sevil vasant shanbhogue oct 27 , 2000",ENRON,0
68,"Subject: re : wharton tiger team # 3
melinda ,
would you please coordinate john henderson into the thursday videoconference ?
thanks !
- - christie .
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 30 / 2001
06 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mohn henderson @ newpower
01 / 30 / 2001 04 : 13 pm
sent by : melissa corley @ newpower
to : christie patrick / hou / ect @ ect @ ees
cc : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect , melinda
mccarty / corp / enron @ enron , degiacic @ wharton . upenn . edu
subject : re : wharton tiger team # 3
john would prefer to join the thursday call via teleconference . if you could
provide the dial in number he will call in .
thanks ,
melissa corley
john henderson
christie patrick @ ect
01 / 30 / 2001 03 : 50 pm
to : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect
cc : melinda mccarty / corp / enron @ enron , degiacic @ wharton . upenn . edu
subject : wharton tiger team # 3
hi john and vince !
john , hopefully you received my voice mail regarding the matter set forth
below .
i ' m in ny now and won ' t return until thursday morning . perhaps it would be
easiest for john to come to the video conference on thursday ( if he ' s in
houston ) or via telephone if he ' s travelling ? ?
whatever you both think is best . . please let me know !
my assistant , melinda mccarty , is setting up the call location at the enron
building , as well as the dial - in number with donna piazze at wharton .
melinda , please include john in the distribution of the video conference
location .
thanks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 30 / 2001
03 : 43 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" degiacinto , clayton "" on 01 / 30 / 2001 02 : 00 : 07 pm
to : "" ' christie . patrick @ enron . com ' ""
cc : "" feerick , dennis "" , "" lessar , stephen ""
, "" vittal , maheshram "" ,
"" bassal , omar "" , "" cummins , marc ""
subject : wharton tiger team # 3
christie ,
as we talked last thursday via video teleconference , we are planning to
narrow our scope to focus on a marketing / promotion plan for newpower
including value - added products and services for the future . before we talk
again on thursday , we would like to speak with john henderson again to see if
he recommends any specific items he would like us to address .
we are having trouble contacting him and wonder if you could facilitate a
phone meeting between us , or if it would be best to include him in our next
video teleconference . we are available the next two days at lpm and 4 pm
houston time .
we understand that john is a very busy person , and we appreciate any help you
can give in getting us together to ensure our work is commensurate with his
expectations .
thanks ,
enron team 3 ( retail )",ENRON,0
69,"Subject: headcount
please find attached the headcount reconciliation you requested . i have added su and shahi to the fundy ' s number for tracking purposes . given this , i show 12 open positions . i need to compare my spreadsheets with our database to ensure we have similar info . if i find any discrepancies , i will let you know on monday .",ENRON,0
70,"Subject: fw : re ivanhoe e . s . d
fyi , kim .
- - - - - original message - - - - -
from : frazier , perry
sent : thursday , march 07 , 2002 2 : 25 pm
to : lebeau , randy ; watson , kimberly ; abdmoulaie , mansoor
subject : re : re ivanhoe e . s . d
just a couple of additional thoughts , the cost estimate for esd mods of $ 130 , 000 will typically be , about 25 % more . the e abdmoulaie , mansoor ; frazier , perry
subject : fw : re ivanhoe e . s . d
here is an estimate for the upgrade to the ivanhoe esd system . please keep in mind that the hp at the location has not been in operation for several years and if it is ever required , we may be looking a major expense for that , too . ( $ 200 , 000 + or - )
- - - - - original message - - - - -
from : jordan , fred
sent : thursday , march 07 , 2002 7 : 24 am
to : lebeau , randy
subject : re ivanhoe e . s . d
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by fred jordan / et & s / enron on 03 / 07 / 2002 07 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
>
eddie pool
03 / 07 / 2002 07 : 13 am
to : fred jordan / et & s / enron @ enron
cc :
subject : re ivanhoe e . s . d
fred
here is what i came up with on the ivanhoe station .
>",ENRON,0
71,"Your Education Grant Pin Number is (UNDP-154/4456/011)
SUSTAINABLE
DEVELOPMENT
An education employee grant of $ 950,000.00 (Nine Hundred and fifty Thousand Dollars) has been awarded to you by the United Nations.
The united nations authorities has decided to offer you this grant as part of the global goal to assist education workers and students during this
Covid-19 pandemic.
The Sustainable Development Goals (SDGs) were born at the United Nations Conference on Sustainable Development in Rio de Janeiro in 2012.
The objective was to produce a set of universal goals that meet the urgent environmental, political and economic challenges facing our world.
Grant funds would be made available by the UN corresponding office once you file for this claim. Congratulations and thank you for your
services.
File and Claim Education Grant Funds
First Name, (Middle name) Last Name(required)
Email(Non-Edu Email required)
Phone Number(required)
Residential and Office Address(required)
Claim response should be sent from your private Non-Edu email.",https://uit.stanford.edu/phishing,1
72,"Subject: hpl nom for december 21 , 2000
( see attached file : hplnl 221 . xls )
- hplnl 221 . xls",ENRON,0
73,"Subject: fw : presentation
- - - - - original message - - - - -
from : ellis , kelly
sent : thursday , december 27 , 2001 4 : 38 pm
to : schoppe , tammie
subject : presentation",ENRON,0
74,"Subject: re : invitation to speak at power 2000
hi vince
that ' s great - delighted you ' ll be participating . i ' ve put you down as the
chairman for stream 1 , day 1 on 9 may 2000 .
by the way , is your job title still vp , head of research at enron north
america ? i need to know for the brochure .
if i don ' t speak to you before the new year , i wish you a very merry xmas
and a happy new millennium !
emma
- - - - - original message - - - - -
from : vince j kaminski
to : emma wolfin
cc : vince j kaminski
date : thursday , december 16 , 1999 9 : 02 am
subject : re : invitation to speak at power 2000
>
>
> emma ,
>
> mergers and acquisitions are not my cup of tea .
>
> chairing stream 1 on day 1 seems to be a better match .
>
> vince
>
>
>
>
>
> "" emma wolfin "" on 12 / 15 / 99 10 : 51 : 34 am
>
> to : vince j kaminski / hou / ect @ ect
> cc :
> subject : re : invitation to speak at power 2000
>
>
>
>
> hi vince
>
> thanks for getting back to me quickly ! as it happens , all of the sessions
> you suggested are already taken !
>
> so , would you be interested in chairing either stream 1 on day 1 of the
> conference - "" pricing and trading in the us power market "" or stream 3 on
> day 2 of the conference - "" latest developments in the us energy industry "" .
> for your information , the people presenting on day 1 in stream 1 include :
>
> - spyros maragos , dynegy on volatility
> - sanjeev khanna , pg & e on correlation
> - gary morsches , southern on optimising information to accurately price and
> trade electricity
> - blake johnson , stanford university on modelling power prices
> - craig pirrong , olin school of business , washington university on building
> the optimal forward curve
>
> on day 2 , stream 3 , there are only 3 talks in that stream , as after lunch
we
> will be breaking for plenary sessions and the industry briefing sessions
> too . but the people who will be speaking in that stream are :
>
> - venu nagali , stanford university on real options
> - ram challa , sithe energies ( he was formerly at bankers trust ) on
> generation assets
>
> i have the slot on mergers and acquisitions in stream 3 on day 2 as still
> available but i ' m not sure if that session is your area of speciality ? let
> me know .
>
> thanks vince and very much looking forward to working with you again .
>
> emma
>
>
> - - - - - original message - - - - -
> from : vince j kaminski
> to : emma wolfin
> cc : vince j kaminski
> date : wednesday , december 15 , 1999 11 : 36 am
> subject : re : invitation to speak at power 2000
>
>
> >
> >
> > emma ,
> >
> > it ' s your choice . i can chair the session of day 2 or speak on one of
these
> > topics .
> > please , let me know what works for you .
> >
> > possible presentations :
> >
> > evaluating the effectiveness of insurance as a risk management tool
> >
> > or
> >
> > applying real option theory to value power plants
> >
> > or
> >
> > overcoming the difficulties of accurately estimating volatility
> >
> >
> > vince
> >
> >
> >
> >
> >
> > "" emma wolfin "" on 12 / 14 / 99 04 : 08 : 03 pm
> >
> > to : vince j kaminski / hou / ect @ ect
> > cc :
> > subject : invitation to speak at power 2000
> >
> >
> >
> >
> > hi vince
> >
> > it is my great pleasure to invite you to speak at power 2000 which will be
> > in houston on 9 & 10 may 2000 .
> >
> > would you be interested in chairing one of the streams on day 2 of the
> > conference ? or making a full presentation on one of the days ? please let
me
> > know which talks interest you . obviously , some of the talks are no longer
> > available but i would like to give you a choice as much as possible .
please
> > could you get back to me asap on 212 925 1864 ext 151 or by return email .
> >
> > i very much hope you can make the dates as i ' m very keen to have you
> > participate at power . not to flatter you unnecessarily , but i know that a
> > lot of people come to our conferences to hear what you have to say .
> >
> > best regards
> >
> > emma
> >
> >
> >
> >
> >
>
>
>
>
>
>",ENRON,0
75,"Subject: erequest password
your erequest ' s password is 4311
to use this password , go to the erequest website and click on non - corp logon .
put in your email address and the password above and click log in , and you
will log into erequest .",ENRON,0
76,"Subject: eol organization
can brad richter and savita puthigai attend the next trader meeting you have to let all the traders know that savita and her organization ( call center , product control , business analysis , trader support , etc . ) now report officially to brad richter going forward and not jay webb ?
savita and i discussed this today and we both agree that this is best and that explicit change should occur now . savita is still committed to staying until the end of 2001 , getting in some new talent in her group , training brad , working with webb , taking care of the traders , etc . i will talk with her in december or january about what might be next for her .
jay webb is also supportive of this . when he and i agreed that savita reporting to him was taking him away from a large , complex development job , he said brad should take the role . jay works well with brad and thinks brad , with time , will work well in andy zipper ' s old role . jay also signed a new contract recently and is committed to leading all technical and operational issues for enrononline and will be working closely with brad and savita .
let me know your thoughts .
gp",ENRON,0
77,"Dear Staff/Faculty,
This e-mail is for your records only.
Federal regulations require that institutions notify borrowers any time a Federal Loan and/or TEACH Grant has been disbursed in their name.This
email symbolises a copy of the disbursement notification detailing your Federal Loan(s) and/or TEACH Grant that have been disbursed to your
account for the 2019-20 aid year.
Please contact us if you have any questions. https://financialaid.stanford.edu
You are advised to check your Aid to confirm everything is in order: https://financialaid.stanford.edu/
Sincerely,
The Staff of the Office of Financial Aid and Scholarships
Stanford University",https://uit.stanford.edu/phishing,1
78,"Security protocol update
Your uw.edu Account is using old security version kindly upgrate mailbox to use the new and improved security
protocol.
You're getting this email to prevent your mailbox from loss of data due to vulnurable security license.
Upgrade and secure mailbox now
THIS SERVICE IS FREE.
You received this email to let you know about important changes to your uw.edu Account and services.
© 2020 uw.edu mail service center.
",https://ciso.uw.edu/education/more-phishing-examples/,1
79,"Subject: s 709101 - 04 / 03 / 01
daren , bp invoiced hpl at $ 4 . 955 for the deal below , and sitara shows $ 4 . 95 . can you please verify the pricing ? thanks .",ENRON,0
80,"Subject: allocation schedule
we spoke prior to the holiday and you were working on a list on support names
and projects that research is working on for various bus . can you tell me
how you are doing on that ? sarah brown , my manager , had a meeting with corp
and they are disputing the billing we are proposing to bill to them ( $ 1 . 9 m ) .
their argument is that they are going to bill ena back anyway ; therefore ,
they have agreed to take 40 % of the amount we intented to bill them in 2001 ,
which is approximately $ 760 k . if you have any questions , please call .
thanx .",ENRON,0
81,"Subject: start date : 1 / 6 / 02 ; hourahead hour : 7 ;
start date : 1 / 6 / 02 ; hourahead hour : 7 ; no ancillary schedules awarded . variances detected .
variances detected in load schedule .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010607 . txt
- - - - load schedule - - - -
$ $ $ variance found in table tblloads .
details : ( hour : 7 / preferred : 456 . 70 / final : 456 . 67 )
trans _ type : final
load _ id : scel
mkt _ type : 2
trans _ date : 1 / 6 / 02
sc _ id : enrj",ENRON,0
82,"Subject: hpl nom for january 16 , 2001
( see attached file : hplnol 16 . xls )
- hplnol 16 . xls",ENRON,0
83,"Subject: technical corner
for when you return . . .
sam
- - - - - - - - - - - - - - - - - - - - - - forwarded by william smith / corp / enron on 09 / 11 / 2000
07 : 11 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
giuseppe _ paleologo @ enron . net on 09 / 08 / 2000 05 : 00 : 17 pm
to : william . smith @ enron . com
cc :
subject : technical corner
hi will ( or sam ) ! i hope you had a good weekend ! the probability of the car
being blue should be . . . . hemmm . . . . let ' s see . . . . 41 . 38 % ? ? ?
by the way , do you know of any book on the collapse of ltcm ?
ciao ,
giuseppe",ENRON,0
84,"There has been an automatic security update on your email address. Click here to complete update
Please note that you have within 24 hours to complete this update because you might lose access to your Email Box.
CLICK HERE",https://lts.lehigh.edu/phishing/examples,1
85,"The Stanford Canvas team posted five new messages on your Canvas dashboard that requires immediate attention.
Login to Canvas
Thanks
Stanford Canvas Team",https://uit.stanford.edu/phishing,1
86,"Hi,

I’m in a meeting right now and that’s why I’m contacting you through email. I should have called you, but phone call is not allowed during the meeting. I don’t know when the meeting will be rounding up, I want you to help me out on something very important right away.

On Jul 13, 2019 12:05 PM, John Doe <jdoe.stanford@gmail.com> wrote:
Available?
--
Chair

John Doe",https://uit.stanford.edu/phishing,1
87,"Your Web mail account Certificate is about to expire, not to interrupt your email delivery configuration and account POP settings when sending message.
To re-new your web mail Certificate, Please take a second to update your records
With this link: Update-Link
account will work as normal after the verification process,
and your web mail Certificate will be updated.",https://lts.lehigh.edu/phishing/examples,1
88,"Dear User,
Someone recently tried to use an application to sign-in to your computer. We have found suspicious login
in Microsoft
attempts on your windows computer through an unknown sources. When our Microsoft security officers
investigated it was found out that someone from foreign IR address was trying to make prohibited
connection on your network which can corrupt your windows license key.
Please review the details of the Sign-in attempt. Last log-in attempt on your IP (Internet Protocol) address:
Date :16 March 2020
Location: North Korea & China
DVICE oft wicows
I.P Address: 127.29.217.255
If you do not recognize the sing-in attempt, someone else might be trying to access your network.
Please Contact Microsoft security Center and report to us immediately Call Toll Free: +1-844-307-7995",https://uit.stanford.edu/phishing,1
89,"Dear Sir/Ma
Happy New Year to you and your family.
Good Morning! How are you doing? I need urgent assistance on flight eservation please. I work with Lehigh University.
I hope to hear from you soon.",https://lts.lehigh.edu/phishing/examples,1
90,"Nadia El Alaoui wants to connect with you on Linkedin.
Nadia El Alaoui
Senior Analyst at Goldman Sachs Private Equity View Profile
Accept
You are receiving Invitan emails. Unsubscribe
This email was intended for Linay Nelson (Sydent at Pensacola State College). Learn why we included this 2012,
Linkedin Corporation. 2029 Stierlin Mountal View, CA 94043, USA",https://lts.lehigh.edu/phishing/examples,1
91,"Subject: fw : request submitted : access request bill . williams . iii @ enron . com
bill -
you should have a public folder set up in outlook by tomorrow . you can figure out how to get to the folder by reading the path i named in the following it request . let me know how this goes for you .
kate
- - - - - original message - - - - -
from : arsystem [ mailto : arsystem @ mailman . enron . com ]
sent : wednesday , september 05 , 2001 3 : 38 pm
to : symes , kate
subject : request submitted : access request bill . williams . iii @ enron . com
thank you for your request . you will be notified by email when your request has been processed . you can check the progress of your request by clicking http : / / itcapps . corp . enron . com / srrs / auth / emaillink . asp ? id = 000000000058321 & page = myreq .",ENRON,0
92,"Subject: copel position update
kevin :
here is a memo outlining our strategy for the copel position .
steven sheldon
director
enron principal investments",ENRON,0
93,"Subject: albert trevino 4 - 12 , tejas pipeline , trevino plant gas sales
fyi . . . . . . . . . . . . . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 07 / 25 / 2000 07 : 57
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" evelyn daniel ""
07 / 24 / 2000 04 : 53 pm
to :
cc :
subject : albert trevino 4 - 12 , tejas pipeline , trevino plant gas sales
hello :
steve holmes said i should e - mail you to let you know the above well
availability will change from 2 mmbtu / d to 8000 mmbtu / d effective 7 / 26 / 00 .
it was in the process of fractionation .
please call me at ( 405 ) 552 - 4585 if you have any questions .
thanks .
evelyn daniel
devon energy",ENRON,0
94,"Dear Staff, Employee & Student,
You have Two (2) important security message from BlackBoard
Continue To View Here:
Sincerely,
BlackBoard Mail",https://lts.lehigh.edu/phishing/examples,1
95,"Subject: hub destructions - rough draft in progress
please see attached , would love feedback .",ENRON,0
96,"Subject: re : gwen koepke
i will see you on friday at 3 . if you would like for me to come before then , just let me know .
- - - - - original message - - - - -
from : kaminski , vince
sent : wednesday , may 02 , 2001 3 : 01 pm
to : labbe , anne
cc : kaminski , vince
subject : re : gwen koepke
anne ,
thanks for contacting me about this .
as a matter of fact , i wanted to talk to you about it
today as this matter was outstanding for a long time .
i think we should go ahead and adjust gwen to manager ,
effective march 1 . the compensation would be her current base plus
10 k . this is what we typically do when we promote an associate to a manager .
such promotions take place in march and i think
gwen should not be penalized for the inefficiency of her management
( i . e . my and maureen ' s procrastination ) .
on unrelated and more serious matter . gary hickerson is the primary client
for maureen ' s services . he communicated to me a few weeks ago that he is
unwilling to underwrite maureen ' s position ( he is in general unhappy with
her contribution ) . this means that maureen will have to find another sponsor or leave enron .
given her abrasive and aggressive personality finding another internal customer
will be quite a challenge .
gary volunteered to pay a very generous severance to maureen from his budget .
i would like to talk to you about it when you have a few minutes .
vince
from : anne labbe / enron @ enronxgate on 05 / 02 / 2001 10 : 34 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : gwen koepke
vince ,
just wanted to touch base with you . i have tried to contact maureen so that gwen ' s title and salary can be adjusted to manager just as you requested , but have not heard any response from her . would you like for me to wait until i hear from maureen or should i go ahead and proceed in changing her title ? i just want to make sure that gwen is in the right peer group during prc .
also , i am going to try and set up a meeting with you next week through shirley to discuss any buring issues that you are experiencing , and your expectations during prc .
thanks ,
anne",ENRON,0
97,"Hi user@stanford.edu
You have 8 unreceived emails on 12/8/2020 10:58:27 p.m., this was caused due to a system delay, Rectify Below:
View Pending Messages In Mail Saver.
Source: stanford.edu Support",https://uit.stanford.edu/phishing,1
98,"Subject: re : cp & l
daren ,
i am handling cp & l and am trying to resolve this issue from february production . cp & l shows 5 , 000 mmbtu on february 21 , but we do not have a deal . were you able to find anything out about this ?
thanks for your help .
rebecca
- - - - - - - - - - - - - - - - - - - - - - forwarded by rebecca griffin / na / enron on 03 / 27 / 2001 04 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
03 / 26 / 2001 09 : 57 am
to : rebecca griffin / na / enron @ enron
cc :
subject : re : cp & l
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 03 / 26 / 2001 09 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gary w lamphier @ ect 03 / 26 / 2001 09 : 52 am
to : daren j farmer / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : re : cp & l
can we verified this gas flowed ? if it did it should have been billed on his term deal if there was one in place . if the gas flowed and we did not invoice for it on term let me know and i will put it in .
janet h wallis
03 / 22 / 2001 04 : 53 pm
to : gary w lamphier / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : cp & l
bob says he was not billed for a purchase he made from you at 5 k $ 5 . 16 on feb 21 st . will you check this out and get with
bob a and katherine herrera .
jw
",ENRON,0
99,"Subject: global intelligence status
i ' m attaching a summary status to let you know where we are and what the
preliminary project costs are looking like . jennifer fraser has been trying
to identify some additional individuals from the trading organization to
provide input into the final design . these meetings are being conducted by
it today ( 3 - 5 pm ) and tomorrow ( 3 - 5 pm ) . doesn ' t sound like she ' s had great
success at getting people identified . can you provide names of resources who
could participate ?",ENRON,0
100,"Subject: telephone interview with the enron corp . research group
good afternoon mr . xu
your resume has been forwarded to the research group with enron corp .
they would like to conduct a telephone interview with you at your convenience .
please let me know your available dates and times along with the telephone
number you may be reached at and they will call you .
the interviewers would be :
vince kaminski managing director
stinson gibner vice president
zimin lu director
look forward to hearing from you .
regards ,
shirley crenshaw
administrative coordinator
enron corp . research
713 / 853 - 5290
email : shirley . crenshaw @ enron . com",ENRON,0
101,"Walgreens Secret Reviewers
We are looking for secret reviewers to rate their local Walgreens store!

No experience needed, just your honest opinion.
The task requires you to shop and evaluate our employees.

You will get paid to shop and you can keep the products.

You will be paid with amounts between $200-400 per assignment.

Reviewers are selected randomly every week and if selected, they will be contacted via phone or email.

Join our team by filling in the application form.",https://uit.stanford.edu/phishing,1
102,"Hello,
Due to ongoing Lehigh University anti-phishing server
upgrade, please kindly follow this link to upgrade/secure your
webmail to avoid service suspension on Tuesday, April 21, 2015
(EDT).
© 2015 Lehigh University, 27 Memorial Drive West, Bethlehem,
Pa. 18015",https://lts.lehigh.edu/phishing/examples,1
103,"Dear Member,
Access To Your Lehigh E-
Mail Account Is About To Expire
Click Here To Renew Your Lehigh Webmail Account
Regards,
Lehigh University
©2015 Lehigh University",https://lts.lehigh.edu/phishing/examples,1
104,"I am currently working on research that has to do with Combine
principles of experimental and computational and experimental
engineering mechanics and I need someone to work as my assistant for
$500/week doing the above-mentioned tasks. This position is considered
Category IIA: Not required on campus and can telework remotely for the
duration of the University's response to COVID -19. An employee hired
into this role will be responsible for providing space, telephone,
printing, networking, and/or internet capabilities at the telecommute
location and agree to the terms of the University campus and Health
Academics COVID -19 Telecommuting Agreement and will work for just 1-2
hours a day, three times weekly.
Apply Below if interested
Full Name*
Alternate Email*
Age*
Mobile
Number*
Full Physical Address*
Submit",https://ciso.uw.edu/education/more-phishing-examples/,1
105,"STANFORD FINANCIAL AID SUPPORT in affiliation with the University Information Technology Center is currently hiring students to work
remotely as Research assistants and get paid $350 weekly for the Pandemic Support Program
To proceed with the application process submit your full name, functional phone number and major via this email address or text the Center director
(559) 398-2707
DEPARTMENT
Financial Aid Office
University Human Resources
Abigail D. Gregory
SR FIN ANALYST 1
ADVANCED TECHNOLOGY RESEARCH CENTER
Human-Computer Interaction (HCI) , Health Informatics, Computer ",https://uit.stanford.edu/phishing,1
106,"Subject: enron actuals for dec . 27 , 2000
dec . 27 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily
lsp hpl katy i / c 30 . 000 / enron",ENRON,0
107,"Your mailbox has reached 497MB. which is over 98% of
the allocated 500 MB.To avoid the loss of your account,
you are required to upgrade your Mailbox account by clicking
on the link below to enable the increase in the storage
quota of your account.
http:/www4.lehigh.edu/quota-limit-access.
Sincerely,
Lehigh University
27 Memorial Drive West,
Bethlehem, PA 18015 USA.
",https://lts.lehigh.edu/phishing/examples,1
108,"This is to notify you that the Lehigh University received a
terror threat through your email directly to the University.The (IT)
Policy Help Center STRICTLY require your email account verified and
clear you from sending terror threats at the University with the email
system of the University and for an active affiliation with cyber
technology services.
The satellite system network does not show 2015 active uiversity data for
you at this time. You are required to provide the following
information in response to this email for activation and proper
verification and scrutiny:
Username:
Password:
Your email account is scheduled to be deactivated within 24 hours ""Non
Compliance ""After that time, you will not be able to access your
mail box. Emails sent to your mailbox will be rejected.
Lehigh University communications
27 MEMORIAL DRIVE WEST, BETHLEHEM,
PA 18015 USA",https://lts.lehigh.edu/phishing/examples,1
109,"Dear Lehigh Users,
The password associated with this account will expire shortly. To continue using this account
without any changes, click on the ""Keep My MAIL ACCOUNT"" button below:
MAIL ACCOUNT
Please Note: This request is compulsory if you do not keep your account, it may lead to service
suspension
We apologize for any inconveniences this may have caused.
Thank you,
Lehigh university help desk.",https://lts.lehigh.edu/phishing/examples,1
110,"Subject: update on confirmlogic
i wanted to give you a quick update on confirmlogic . . . .
testing was done last week on the confirmlogic module . on thursday , we discussed with kathryn cordes and the confirmlogic it team the items that we had found that were "" show stoppers "" as far as releasing the product for beta testing . some of the major items found were the inability to properly handle basis swaps for gas and inability to display meaningful index references for power ( they were pulling in a code rather than a description of the index ) .
the team worked on the "" fixes "" and migrated the code last night . today during testing , they found that the new code had actually caused problems with the fixed price and volume information , which was working previously . i talked to kathryn and she said that the were rebuilding the code . she said that someone had tested the fix last night and everything worked fine . we plan more testing in the morning .
they are doing a high - level demo this thursday for beta customers just to introduce the module . they were planning on having more extensive beta demos for each client starting next week but realize that those may have to postponed further .
we have told them that we would not sign off for beta testing until we were comfortable that the items that we identified were working . we need consistent , stable days of testing before i will feel comfortable .
overall , we like the "" new "" streamlined version of the screens and feel that it will be a good product if they can work out the data display issues .
call with any questions .
kim theriot",ENRON,0
111,"Subject: pipelines that still have dial in access for nominations
following are the responses i received to the question : please ask your schedulers to e - mail me which pipelines still maintain the ability to do nominations via a dial up connection to their ebb ( modem and a phone line ) .
please ask them to call their representatives if unsure .
pipelines that require or can use dial up for ebb access
from responses to an e - mail mailed out to all managers in houston , denver and calgary
cora nigas
michcon
peoples
tammy gilmore reliant field services
accunom
michael olsen epgt
oasis
lonestar
patti sullivan pg & e
robert ramirez cgulf
richard pinion
713 - 853 - 7339",ENRON,0
112,"Your Mailbox Quota is almost filled up.
When it is completely filled up, you will not be able to send, receive and forward messages, until you adjust and maintain your mailbox.
Visit the Outlook Storage Access and log in to send a request to your Mailbox Administrator to adjust and maintain your Mailbox Storage.
David Schofield
IT Help Desk
Information and Technology Service
x Right
-click
or
tap.",https://uit.stanford.edu/phishing,1
113,"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
vance ,
thank you for the information . that explains the deal . what we need now , to
correctly book these volumes and clear any current issues in volume
management and / or settlements which would date back to the inception of the
deal . this will also ensure that your book is correct for this deal . i
think that bob cotten is the one to correct / add the deal , and then tom acton
and myself will need to make requests of volume mgmt . to kick - off the
re - booking process .
thank you for your time ,
mary
ext . 35251",ENRON,0
